id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1408735132,M,John [Oâ€™Brien],Saunders,1807-06-14,1879-06-06,Paterson,Saunders,Mary Lanthier,Tandy,"[{""occupation"":""free merchant"",""location"":{""original_name"":""Calcutta"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1830"",""to"":null}]","[{""name"":""United College"",""from"":""1822"",""to"":""1823""}]",1822,null,null,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""Information from Mary Ann Gourley 12.12.2002""]"
idp1366469964,M,Robert,Bell,1809-02-05,1835-09-25,null,null,Elizabeth,Lindesay,"[{""occupation"":""cadet"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1826"",""to"":null}]","[{""name"":""United College"",""from"":""1822"",""to"":""1824""}]",1822,null,null,GB,Fife,56.26995,-2.848799,Lathones,Lathones,"[""Monumental inscription St Andrews Cathedral burial ground""]"
idp1404373188,M,Laurence,Pitkeathly,1805-08-11,1849-12-19,William,Pitkeathly,Jean,Wedderspoon,"[{""occupation"":null,""location"":{""original_name"":""Perth Secession presbytery"",""official_name"":""Perth"",""county"":""Perth and Kinross"",""country"":""GB"",""latitude"":56.394994,""longitude"":-3.430838},""from"":""1831"",""to"":null},{""occupation"":""United Presbyterian minister"",""location"":{""original_name"":""Carnoustie"",""official_name"":""Carnoustie"",""county"":""Angus Council"",""country"":""GB"",""latitude"":56.502565,""longitude"":-2.70325},""from"":""1834"",""to"":""1845""},{""occupation"":""Missionary"",""location"":{""original_name"":""Simla"",""official_name"":""Shimla"",""county"":""Shimla"",""country"":""IN"",""latitude"":31.1048145,""longitude"":77.17340329999999},""from"":""1845"",""to"":""1849-12-19""}]","[{""name"":""United College"",""from"":""1822"",""to"":""1826""}]",1822,null,null,GB,Perth and Kinross,56.3672257,-3.4274234,Perth,"Craigend, Perth","[""UYUC400:5 & 6.11.1822"",""Chalmers, Class list, New College CHA6.14.1-4"",""Edinburgh, New College, G. Brown, Annals of the Divinity Hall of the Secession Church of Scotland...(?1869) Manuscript UPC3"",""Orme, Memoirs of John Urquhart p32""]"
idp1415700772,M,David,Traill,1810-03-06,1843-02-12,David,Traill,Catherine,Biss,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1833"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1833"",""to"":null}]","[{""name"":""United College"",""from"":""1823"",""to"":""1826""}]",1823,null,null,GB,Angus Council,56.510804,-2.70282,Panbride,"Panbride, UK","[""UYUY674 Robert Traill"",""Chalmers, Class list, New College CHA6.14.1-4"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 944"",""Fasti ecclesiae scoticanae"",""Monumental inscription, Panbride, which gives death year as 1845""]"
idp1419418460,M,James,Wilson,1808-12-18,null,John,Wilson,Elizabeth,Sime,"[{""occupation"":""missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1834"",""to"":null}]","[{""name"":""United College"",""from"":""1823"",""to"":""1828""},{""name"":""St Maryâ€™s College"",""from"":""1828"",""to"":""1834""}]",1823,null,null,GB,Perth and Kinross,56.394994,-3.430838,Perth,Perth,"[""UYSM400/4/116"",""UYUY452/14/209"",""Chalmers, Class list, New College CHA6.14.1-4"",""Dundee Advertiser 13.11.1823""]"
idp1362667132,M,John,Adam,1803-05-20,1834-04-21,Benjamin,Adam,null,null,"[{""occupation"":""missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1828"",""to"":null}]","[{""name"":""United College"",""from"":""1824"",""to"":""1825""}]",1824,null,null,GB,Greater London,51.5478609,-0.0425903,London,"Homerton, Middlesex","[""Register of the London Missionary Society 1886 No.272"",""Addison Matric Roll"",""Chalmers Class list"",""Memoir of John Adam, late missionary of Calcutta (London, 1833) (portrait)""]"
idp1408745836,M,Paterson,Saunders,1810-11-28,null,Paterson,Saunders,Mary Lanphier,Tandy,"[{""occupation"":null,""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1834"",""to"":null},{""occupation"":""merchant"",""location"":{""original_name"":""Australia"",""official_name"":null,""county"":null,""country"":""AU"",""latitude"":-25.274398,""longitude"":133.775136},""from"":""1853"",""to"":null}]","[{""name"":""United College"",""from"":""1824"",""to"":""1825""}]",1824,null,null,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""Information from Mary Ann Gourley 12.12.2002""]"
idp1411818004,M,John,Spiers,1804,1878-02-08,Matthew,Spiers,null,null,"[{""occupation"":""Minister"",""location"":{""original_name"":""Patna"",""official_name"":""Patna"",""county"":""Patna"",""country"":""IN"",""latitude"":25.5940947,""longitude"":85.1375645},""from"":""1841"",""to"":""1843""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Kinglassie"",""official_name"":""Kinglassie"",""county"":""Fife"",""country"":""GB"",""latitude"":56.173911,""longitude"":-3.240616},""from"":""1845"",""to"":""1878-02-08""}]","[{""name"":""United College"",""from"":""1824"",""to"":""1826""}]",1824,null,null,GB,Renfrewshire,55.7958077,-4.6302458,Lochwinnoch,Lochwinnoch,"[""W.I. Addison, Matriculation albums of the University of Glasgow 1728-1858"",""Fasti ecclesiae scoticanae""]"
idp1415489636,M,George,Todd,1809-06-01,1876-07-22,David,Todd,Christian,Fair,"[{""occupation"":""Civil servant"",""location"":{""original_name"":""Bengal Civil Service"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1827-04-30"",""to"":null},{""occupation"":""Collector of Customs"",""location"":{""original_name"":""Mirzapore"",""official_name"":""Mirzapur"",""county"":""Mirzapur"",""country"":""IN"",""latitude"":25.1336987,""longitude"":82.5644344},""from"":""1836"",""to"":null}]","[{""name"":""United College"",""from"":""1824"",""to"":""1826""}]",1824,null,null,GB,Fife,56.320235,-3.010137,Cupar,Cupar,"[""St Andrews Gazette 5.8.1876""]"
idp1399119452,M,Charles,Miller,1804-04-01,1841-09-09,John,Millar,Ann,Mitchell,"[{""occupation"":""London Missionary Society missionary"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1833"",""to"":null},{""occupation"":""London Missionary Society missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1833"",""to"":""1838""},{""occupation"":""London Missionary Society missionary"",""location"":{""original_name"":""Nagercoil"",""official_name"":""Nagercoil"",""county"":""Kanyakumari"",""country"":""IN"",""latitude"":8.183285699999999,""longitude"":77.4118996},""from"":""1838"",""to"":""1841""}]","[{""name"":""United College"",""from"":""1827"",""to"":""1828""}]",1827,null,null,GB,Angus Council,56.643558,-2.889062,Forfar,Forfar,"[""Edinburgh, New College, Brown Ms"",""LMS Reg. 297"",""Surman Index Online"",""Sibree""]"
idp1390609340,M,William,Knox,null,1867-10-27,null,null,null,null,"[{""occupation"":""writer"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1834"",""to"":null}]","[{""name"":""United College"",""from"":""1827"",""to"":""1829""}]",1827,null,null,null,null,null,null,null,null,"[""Prinsep, p85""]"
idp1373668620,M,Henry David,Cook,1814-05-19,1882-06-16,George,Cook,Diana,Shank,"[{""occupation"":""Writer"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1835"",""to"":null},{""occupation"":""Civil and Sessions judge"",""location"":{""original_name"":""Kozhikode, India"",""official_name"":""Kozhikode"",""county"":""Kozhikode"",""country"":""IN"",""latitude"":11.2587531,""longitude"":75.78041},""from"":""1857"",""to"":""1866""},{""occupation"":""Civil and Sessions judge"",""location"":{""original_name"":""Kovai, India"",""official_name"":""Coimbatore"",""county"":""Coimbatore"",""country"":""IN"",""latitude"":11.0168445,""longitude"":76.9558321},""from"":""1866"",""to"":""1870""}]","[{""name"":""United College"",""from"":""1828"",""to"":""1834""}]",1828,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews University,"[""St Andrews Citizen 24.6.1882"",""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""Danvers et al., Memorials of Old Haileybury College p508""]"
idp1380704860,M,David Deas,Foulis,1814-01-30,1855-05-10,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1837"",""to"":null}]","[{""name"":""United College"",""from"":""1829"",""to"":""1831""}]",1829,null,null,GB,Angus Council,56.5686428,-2.6107799,Arbroath,Cairnie Lodge,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M933"",""Fife Herald 7.6.1855""]"
idp1363714836,M,George,Anderson,1817-06-15,1893-09-10,Patrick,Anderson,Christina,Blair,"[{""occupation"":""indigo planter"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1839"",""to"":null},{""occupation"":null,""location"":{""original_name"":""Dundee"",""official_name"":""Dundee"",""county"":""Dundee City Council"",""country"":""GB"",""latitude"":56.462018,""longitude"":-2.970721},""from"":""1881"",""to"":null}]","[{""name"":""United College"",""from"":""1831"",""to"":""1834""}]",1831,null,null,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""Dundee Yâ€™bk 1893 p81""]"
idp1394382116,M,John,MacGregor,1820-12-21,1857-12-21,Gregor,Macgregor,Mary,Cook,"[{""occupation"":""Assistant Surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1845-09-12"",""to"":null}]","[{""name"":""United College"",""from"":""1832"",""to"":""1837""}]",1832,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""UYUC400:10.11.1832"",""UY 911 Literary Soc."",""Cleghorn papers, Lit. Soc. Diploma"",""C.B.B. Watson, Alexander Cowan of Moray House and Valleyfield (Perth, 1915-17)"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1120""]"
idp1409727140,M,George,Shaw,1818-11-03,1892-03-03,David,Shaw,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1841"",""to"":null}]","[{""name"":""United College"",""from"":""1833"",""to"":""1835""}]",1833,null,null,IN,Mumbai,19.0759837,72.8776559,Mumbai,Bombay,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 695""]"
idp1411147444,M,John Young,Smith,1821-04-17,1887-10-30,Richard,Smith,Margaret,Young,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1845"",""to"":null}]","[{""name"":""United College"",""from"":""1834"",""to"":""1837""}]",1834,null,null,GB,Midlothian,55.88198,-3.114017,Lasswade,Lasswade,"[""United College prize list"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 759"",""Deaths Reg. St George, Edinburgh 1887/1002""]"
idp1378682724,M,Claud James,Erskine,1821-05-20,1893-06-05,William,Erskine,null,null,"[{""occupation"":""Director of Public Instruction"",""location"":{""original_name"":""West India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":23.9074276,""longitude"":72.7097161},""from"":""1855"",""to"":""1859""},{""occupation"":""Member of Council"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1865"",""to"":""1867""}]","[{""name"":""United College"",""from"":""1835"",""to"":""1837""}]",1835,null,null,GB,Blackburn with Darwen,53.748575,-2.487529,Blackburn,Blackburn,"[""United College prize list"",""C.E. Buckland, Dictionary of Indian biography (London, 1906)""]"
idp1388011556,M,George,Inverarity,1821-05-02,05/12/1900,James,Inverarity,Helen,Gleig,"[{""occupation"":""Commissioner of customs, salt and opium"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1840"",""to"":null},{""occupation"":""Commissioner of customs, salt and opium"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1840"",""to"":null}]","[{""name"":""United College"",""from"":""1835"",""to"":""1837""}]",1835,null,null,GB,Angus Council,56.643558,-2.889062,Forfar,"Forfar, UK","[""UYUC400:25.11.1837"",""United College prize list"",""Edin. Acad. Reg.""]"
idp1410512420,M,John Robert,Skinner,1821-10-11,1846,John Robert,Skinner,Ann,Black,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1845"",""to"":null}]","[{""name"":""United College"",""from"":""1835"",""to"":""1837""}]",1835,null,null,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""United College prize list"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1115""]"
idp1413766244,M,William [Abercrombie],Swan,1823-07-23,null,Robert,Swan,Marion,Hamilton,"[{""occupation"":""planter"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1840-2-00"",""to"":null}]","[{""name"":""United College"",""from"":""1836"",""to"":""1840""}]",1836,null,null,GB,Fife,56.216035,-2.7763589,Abercrombie,Abercrombie,"[""UYUC400:26.10.1836"",""UYUC620/1839/40"",""UYUY911 Literary Soc.""]"
idp1371175052,M,George,Campbell,1824-03-22,1892-02-18,George,Campbell,Margaret,Christie,"[{""occupation"":""civil servant and magistrate"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1842"",""to"":null},{""occupation"":""Lieutenant governor"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1871"",""to"":""1874""}]","[{""name"":""United College"",""from"":""1837"",""to"":""1839""}]",1837,null,null,null,null,null,null,null,null,"[""Autobiography - G. Campbell, Memoirs of an Indian career. 2v. (London, 1898)"",""Dict. Indian Biog."",""DNB"",""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""W.H. Gray, Jubilee jottings (Edinburgh, 1896) p44"",""George Campbell (1824-92)""]"
idp1402409908,M,Alexander,Ogilvie,null,null,null,null,null,null,"[{""occupation"":""writer"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1845"",""to"":null}]","[{""name"":""United College"",""from"":""1837"",""to"":""1839""}]",1837,null,null,null,null,null,null,null,null,"[""UYUY911 Dialectical Soc.""]"
idp1398719468,M,Charles,Merson,1822-08-27,1869-07-01,Peter,Merson,Elizabeth,Smith,"[{""occupation"":""Assistant"",""location"":{""original_name"":""Arbroath"",""official_name"":""Arbroath"",""county"":""Angus Council"",""country"":""GB"",""latitude"":56.559107,""longitude"":-2.591543},""from"":""1845"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""St Andrews Church, Colombo"",""official_name"":""Colombo"",""county"":""Colombo"",""country"":""LK"",""latitude"":6.9190006,""longitude"":79.8477831},""from"":""1859"",""to"":""1869-07-01""}]","[{""name"":""United College"",""from"":""1842"",""to"":""1843""},{""name"":""St Maryâ€™s College"",""from"":""1840"",""to"":""1844""}]",1842,null,null,GB,Moray,57.653324,-3.329074,Elgin,Elgin Academy,"[""UYSM400/4/255, 270"",""Fasti ecclesiae scoticanae"",""Information Mrs Elizabeth Willsher""]"
idp1412748908,M,James,Stewart,1831-02-14,21/12/1905,James,Stewart,Jane,Dudgeon,"[{""occupation"":""Free Church and U.F. missionary"",""location"":{""original_name"":""Africa"",""official_name"":null,""county"":null,""country"":null,""latitude"":-8.783195,""longitude"":34.508523},""from"":""1862"",""to"":""1864""},{""occupation"":""Free Church and U.F. missionary"",""location"":{""original_name"":""Lovedale"",""official_name"":""Ooty"",""county"":""Nilgiris"",""country"":""IN"",""latitude"":11.3818254,""longitude"":76.7019038},""from"":""1865"",""to"":null},{""occupation"":""Moderator"",""location"":{""original_name"":""Edinburgh"",""official_name"":""Edinburgh"",""county"":""Edinburgh"",""country"":""GB"",""latitude"":55.953252,""longitude"":-3.188267},""from"":""1899"",""to"":null}]","[{""name"":""United College"",""from"":""1843"",""to"":""1847""}]",1843,null,null,GB,Perth and Kinross,56.332014,-3.313714,Abernethy,Abernethy,"[""United College prize list"",""UYUY452/16/145"",""Dr Boydâ€™s fourth class at Edinburgh High School p92"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914)"",""J.A. Lamb ed. Fasti of the United Free Church of Scotland 1900-1929"",""DNB Supp.""]"
idp1367907828,M,James,Bonthron,1826-09-15,1881-07-16,Thomas,Bonthron,Helen,Bisset,"[{""occupation"":""Minister"",""location"":{""original_name"":""Cochin"",""official_name"":""Kochi"",""county"":""EKM"",""country"":""IN"",""latitude"":9.9312328,""longitude"":76.26730409999999},""from"":""1854"",""to"":""1856""},{""occupation"":""minister"",""location"":{""original_name"":""East Maitland"",""official_name"":""East Maitland"",""county"":""City of Maitland"",""country"":""AU"",""latitude"":-32.7440343,""longitude"":151.5883097},""from"":""1871"",""to"":""1881-07-16""}]","[{""name"":""United College"",""from"":""1846"",""to"":""1850""},{""name"":""St Maryâ€™s College"",""from"":""1850"",""to"":""1854""}]",1846,null,null,GB,Fife,56.2203821,-2.9289339,Upper Largo,Largo,"[""UYSM400/5/41,58,75"",""Fasti ecclesiae scoticanae"",""St Andrews Citizen 8.10.1881 p4""]"
idp1401402668,M,William,Murray,null,14/02/1904,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""Monckton, New Brunswick"",""official_name"":""Moncton"",""county"":""Westmorland County"",""country"":""CA"",""latitude"":46.0878165,""longitude"":-64.7782313},""from"":""1855"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""Dalhousie"",""official_name"":""Dalhousie"",""county"":""Chamba"",""country"":""IN"",""latitude"":32.5387385,""longitude"":75.97099779999999},""from"":""1859"",""to"":""1865""}]","[{""name"":""United College"",""from"":""1847"",""to"":""1848""},{""name"":""St Maryâ€™s College"",""from"":""1845"",""to"":""1849""}]",1847,null,null,null,null,null,null,null,null,"[""UYUY911 Celtic Soc"",""Fasti ecclesiae scoticanae""]"
idp1399374660,M,Thomas,Miller,1832-01-08,07/11/1908,James,Miller,Jane,Barty,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1856"",""to"":null}]","[{""name"":""United College"",""from"":""1847"",""to"":""1849""}]",1847,null,null,GB,Perth and Kinross,56.547918,-3.265548,Coupar Angus,Coupar Angus,"[""United College prize list"",""W. Johnston, Roll of Commissioned Officers in the Medical Service of the British Army 1727-1898 (Aberdeen, 1917) 5200"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 906""]"
idp1379611244,M,William,Ferguson,1821-09-30,01/09/1904,George,Ferguson,Mary,Keir,"[{""occupation"":""Missionary"",""location"":{""original_name"":""Robertson Memorial Edinburgh"",""official_name"":""Edinburgh"",""county"":""Edinburgh"",""country"":""GB"",""latitude"":55.9127579,""longitude"":-3.1615674},""from"":""1852"",""to"":""1853""},{""occupation"":""Chaplain to Forces"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1854"",""to"":""1863""},{""occupation"":""Missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1863"",""to"":""1873""},{""occupation"":""Military chaplain and minister"",""location"":{""original_name"":""Scots Church Limasol"",""official_name"":""Limassol"",""county"":null,""country"":""CY"",""latitude"":34.6786322,""longitude"":33.0413055},""from"":""1878"",""to"":""1899""},{""occupation"":""Missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1899"",""to"":""1904-09-01""}]","[{""name"":""United College"",""from"":""1848"",""to"":""1849""}]",1848,null,null,GB,Fife,56.114761,-3.569448,Saline,Saline,"[""United College prize list"",""UYUY911 Classical Soc"",""Fasti ecclesiae scoticanae""]"
idp1379744132,M,Charles William,Fettes,1834-12-06,1866-07-06,James,Fettes,Euphemia,Cream,"[{""occupation"":""Assistant Surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1858"",""to"":null}]","[{""name"":""United College"",""from"":""1848"",""to"":""1853""}]",1848,null,null,GB,Aberdeenshire,56.831345,-2.472517,Laurencekirk,Laurencekirk,"[""UYUC400:4.11.1848, 21.1.1849"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 929""]"
idp6a52e5a8f2fb4c298864fda7ff05dbb3,M,John,Mâ€™Kay,1825,1857-5-00,[ ],Mackay,John,McKie,"[{""occupation"":""Baptist missionary"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1855"",""to"":""""}]","[{""name"":""United College"",""from"":""1849"",""to"":""1851""}]",1849,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""J. Culross, The missionary martyr of Delhi, 1860"",""St Andrews Gazette 9.12.1882 p2 col 7""]"
idp1391741572,M,Robert,Lidderdale,1835-04-16,09/09/1908,James,Lidderdale,Jane,Hannay,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]","[{""name"":""United College"",""from"":""1852"",""to"":""1853""}]",1852,null,null,GB,Dumfries and Galloway,54.9215421,-3.9375601,Castle Douglas,Kelton Church,"[""United College prize list"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1780""]"
idp1387942084,M,John [William],Inglis,1838,13/03/1914,John William,Inglis,Elizabeth,Hodgkinson,"[{""occupation"":""civil engineer"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1861"",""to"":null}]","[{""name"":""United College"",""from"":""1855"",""to"":""1856""}]",1855,null,null,GB,Fife,56.320235,-3.010137,Cupar,Newington near Cupar,"[""UYUC310"",""St AUL Ms 36937/10"",""Proc. Roy. Soc. Edin. "",""Deaths Reg. 1914/138""]"
idp1391416668,M,Leonard [Horner],Lees,1836-09-12,1873-06-19,George,Lees,Alison,Tod,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]","[{""name"":""United College"",""from"":""1856"",""to"":""1857""}]",1856,null,null,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""UYUC310"",""William Carmichael McIntosh, Autobiography in ms37113P53"",""Fifeshire Journal 13.8.1846 - saved from drowning"",""St Andrews Citizen 2.7.1898 - death of son""]"
idp1406940948,M,James,Roberts,1838,1871-04-26,Thomas,Roberts,Nancy,Johnston,"[{""occupation"":""Church of Scotland chaplain"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1867"",""to"":""1869""}]","[{""name"":""United College"",""from"":""1857"",""to"":""1863""},{""name"":""St Maryâ€™s College"",""from"":""1860"",""to"":""1863""}]",1857,null,null,null,null,null,null,null,null,"[""UYSM400/5/313-4"",""Fasti ecclesiae scoticanae"",""St Andrews Gazette 29.4.1871""]"
idp1414507412,M,James Young,Third,1840-03-17,1884-04-09,Thomas,Third,Margaret,Chalmers,"[{""occupation"":""United Presbyterian Minister"",""location"":{""original_name"":""Ollaberry, Shetland"",""official_name"":""Ollaberry"",""county"":""Shetland Islands"",""country"":""GB"",""latitude"":60.50741999999999,""longitude"":-1.334804},""from"":""1868"",""to"":""1874""},{""occupation"":""United Presbyterian Minister"",""location"":{""original_name"":""Muirton, Laurencekirk"",""official_name"":""Laurencekirk"",""county"":""Aberdeenshire"",""country"":""GB"",""latitude"":56.831345,""longitude"":-2.472517},""from"":""1875"",""to"":""1878""},{""occupation"":""Missionary"",""location"":{""original_name"":""Lahore"",""official_name"":""Lahore"",""county"":""Lahore"",""country"":""PK"",""latitude"":31.5203696,""longitude"":74.35874729999999},""from"":""1878"",""to"":""1881""}]","[{""name"":""United College"",""from"":""1859"",""to"":""1863""}]",1859,null,null,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""UYUC310"",""United College prize list"",""UYUY674 James Lindsay"",""Dundee Town Council minute 1.7.1858"",""Census 1851 St Andrews"",""R. Small, History of the congregations of the United Presbyterian Church 1733-1900. 2v. (Edinburgh, 1904)""]"
idp1395890428,M,George G[ilbert],Mâ€™Laren,1845-09-11,17/11/1922,John,Mâ€™Laren,Jane Craig,Clerk,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1868"",""to"":null}]","[{""name"":""United College"",""from"":""1860"",""to"":""1861""}]",1860,null,null,GB,Perth and Kinross,56.5894057,-3.3378318,Blairgowrie and Rattray,Blairgowrie,"[""UYUC310"",""UYUC400:4.11.1860"",""Census 1861 St Andrews"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1932"",""Deaths Reg. Blairgowrie 1922/60""]"
